time,flux
1.0,1.8109635012295421e-40
2.0,9.100566434843625e-07
3.0,0.023389785788592684
4.0,0.15907403249547303
5.0,0.40992090481749544
6.0,0.7818934215624685
7.0,1.277754756545708
8.0,1.8723750649922428
9.0,2.6241182999813466
10.0,3.438428144631902
11.0,4.440752470309707
12.0,5.487142283738612
13.0,6.721169581683616
14.0,8.024003618045215
15.0,9.463174126950012
16.0,11.04621116620659
17.0,12.676454759879528
18.0,14.538497545312804
19.0,16.37678421932595
20.0,18.4885517959527
21.0,20.568528465217057
22.0,22.896322182168255
23.0,25.25223337136658
24.0,27.76143552009306
25.0,30.426533120466978
26.0,33.0966196050948
27.0,36.067383203852366
28.0,38.92935788925978
29.0,42.15250856581415
30.0,45.26472803741607
31.0,48.686537916841395
32.0,52.09701093503914
33.0,55.674021690291646
34.0,59.422558073514416
35.0,63.13269352097333
36.0,67.20993644875661
37.0,71.09753143064893
38.0,75.43139860466839
39.0,79.57460494303048
40.0,84.09247798313181
41.0,88.55704014839199
42.0,93.20114919690292
43.0,98.03463249266623
44.0,102.78427367937653
45.0,107.96693078770313
46.0,112.8810103484837
47.0,118.32547548234193
48.0,123.4985128855221
49.0,129.11383116145578
50.0,134.63248857950035
