time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,9.930212837450522e-262
11.0,6.860431201316018e-210
12.0,1.3820846331307452e-166
13.0,6.37885074012113e-130
14.0,9.508970411450294e-99
15.0,2.4570052231779204e-72
16.0,3.1100037547059145e-50
17.0,3.2207721085798926e-32
18.0,2.4712386910440345e-18
19.0,3.290839423394105e-09
20.0,6.4219722805347394e-06
21.0,0.00031822923890462905
22.0,0.005651228795730629
23.0,0.020490424930798633
24.0,0.04550115289755112
25.0,0.08091616567660788
26.0,0.1247557257764576
27.0,0.17505988320620278
28.0,0.23812694632024275
29.0,0.31301987443505913
30.0,0.39429240122575093
31.0,0.48129813763156276
32.0,0.5810323832115912
33.0,0.6950149363136846
34.0,0.8149319318210317
35.0,0.9381540421483542
36.0,1.0743712886484658
37.0,1.227336823107254
38.0,1.3864856431088528
39.0,1.5470453654401757
40.0,1.7186618001577856
41.0,1.9098506258134131
42.0,2.109142549106584
43.0,2.307005232521006
44.0,2.5139694436537976
45.0,2.742875781393498
46.0,2.9821474217451596
47.0,3.218410025308253
48.0,3.4606934405260983
49.0,3.7258572033678226
50.0,4.005900590979035
