time,flux
1.0,0.0
2.0,0.0
3.0,6.571458188882787e-169
4.0,1.1247826974484858e-95
5.0,1.5885429709068375e-53
6.0,4.24617459503819e-26
7.0,1.1459403960940798e-09
8.0,0.00020647103160583048
9.0,0.021842090097935245
10.0,0.08049600237755607
11.0,0.177306767617604
12.0,0.3211214438966183
13.0,0.5094053411669056
14.0,0.7269134419648915
15.0,0.9787556874357527
16.0,1.2871212548323774
17.0,1.6424283994170805
18.0,2.022331324723853
19.0,2.4295395755651366
20.0,2.8965698806515334
21.0,3.422278034795045
22.0,3.9664322578773366
23.0,4.527983958425868
24.0,5.152372541203425
25.0,5.845899238189515
26.0,6.557964061891737
27.0,7.276047208286246
28.0,8.055095852145817
29.0,8.91453477709409
30.0,9.796365329182851
31.0,10.672261647226936
32.0,11.60298954100354
33.0,12.626875882016789
34.0,13.681848382107697
35.0,14.719131982726243
36.0,15.800036258266708
37.0,16.984170760773875
38.0,18.21269590964272
39.0,19.414785132946893
40.0,20.645019970722103
41.0,21.985447268407626
42.0,23.3876784432033
43.0,24.75881490032696
44.0,26.139130567383027
45.0,27.631781626421002
46.0,29.20651678491688
47.0,30.750806894532296
48.0,32.2830709303287
49.0,33.92404050350759
50.0,35.668819218594756
