time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,7.67865430245317e-266
9.0,1.1849070269142765e-206
10.0,2.077024253912826e-159
11.0,1.1776887140078225e-120
12.0,1.4674881050202637e-88
13.0,4.716336533446136e-62
14.0,1.6108086891948658e-40
15.0,1.0493119634194587e-23
16.0,7.669005513341824e-12
17.0,5.563815061769568e-07
18.0,0.00021388439373715818
19.0,0.005439361032290583
20.0,0.02344002842375549
21.0,0.05473844957019496
22.0,0.09971514546661948
23.0,0.15460593839224418
24.0,0.22002212142946403
25.0,0.3012283748813897
26.0,0.3975764632375287
27.0,0.5017090525568493
28.0,0.6147117218917945
29.0,0.7457195692884425
30.0,0.8941362580921951
31.0,1.0485149941478213
32.0,1.2087895716829884
33.0,1.3882864089913156
34.0,1.5876723989764459
35.0,1.7939837093248459
36.0,2.0021056474411223
37.0,2.2288150958437867
38.0,2.4793252322040704
39.0,2.737967978337512
40.0,2.994520170100647
41.0,3.2678243143451944
42.0,3.5689647469197543
43.0,3.8798136494281863
44.0,4.186449172063216
45.0,4.505820117549281
46.0,4.855768752656416
47.0,5.220184726143472
48.0,5.577470585153671
49.0,5.942654602160778
50.0,6.340634623202214
