time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,4.2380884224144326e-288
22.0,4.782839480891999e-250
23.0,2.2633780820226432e-215
24.0,9.261429642933236e-184
25.0,5.7432342343138554e-155
26.0,8.321212421244962e-129
27.0,3.90147219535379e-105
28.0,7.447947073166476e-84
29.0,6.627556767684886e-65
30.0,2.833484849492429e-48
31.0,5.231173608159953e-34
32.0,3.007934288884406e-22
33.0,2.400838858510343e-13
34.0,1.2746434448646259e-08
35.0,1.143838314690525e-06
36.0,1.4330515956965857e-05
37.0,0.00029645364243587936
38.0,0.0023536566509326563
39.0,0.007784056128867431
40.0,0.015873043217499657
41.0,0.026471389245904916
42.0,0.03923440945588581
43.0,0.0550023186851903
44.0,0.07428115202971794
45.0,0.09596093088086671
46.0,0.11944267667211109
47.0,0.14535930308681883
48.0,0.1758602345575501
49.0,0.20900684085306392
50.0,0.24281556339098825
