time,flux
1.0,0.0
2.0,7.463182798718971e-41
3.0,4.412363291130381e-11
4.0,0.0020210161843164224
5.0,0.06498961443844839
6.0,0.2144039568961748
7.0,0.4374351735020878
8.0,0.7285874142518801
9.0,1.1157483859565267
10.0,1.601284214812321
11.0,2.146841367621857
12.0,2.747991643639301
13.0,3.453017116299093
14.0,4.273564169130226
15.0,5.149939277244487
16.0,6.062548026086421
17.0,7.0804590052951495
18.0,8.233445366501709
19.0,9.44454630462155
20.0,10.670973755348317
21.0,11.996114736926833
22.0,13.477808499490772
23.0,15.028756304831356
24.0,16.574470999042305
25.0,18.203263459563203
26.0,20.00759701424517
27.0,21.90120525422998
28.0,23.77275354878171
29.0,25.70321440920723
30.0,27.82315362648422
31.0,30.0603090543668
32.0,32.26511218653082
33.0,34.497667318242044
34.0,36.925782945259876
35.0,39.50495041205799
36.0,42.050439949597276
37.0,44.58781222544131
38.0,47.31683374265709
39.0,50.23406091255431
40.0,53.12712740397953
41.0,55.974474784343535
42.0,58.99813306676957
43.0,62.24721606827458
44.0,65.49340180827335
45.0,68.6578787083962
46.0,71.97143222695095
47.0,75.54422744685444
48.0,79.14719820641908
49.0,82.63769367793765
50.0,86.23864112152758
