time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,4.069640225687967e-156
5.0,2.060233610159845e-97
6.0,2.2206926341890372e-58
7.0,3.2503146332299036e-31
8.0,2.1955606117958498e-13
9.0,4.740256076220382e-06
10.0,0.00396187591831736
11.0,0.03861588536954943
12.0,0.11040972354728114
13.0,0.21243836017938247
14.0,0.3420402762032099
15.0,0.5071337746592736
16.0,0.7159442076875088
17.0,0.9549494045179912
18.0,1.2121226714154605
19.0,1.506577680643385
20.0,1.8500273143659405
21.0,2.2271664352802123
22.0,2.6152030992482183
23.0,3.0350134165955414
24.0,3.5139807806935828
25.0,4.029679702407313
26.0,4.549911920128529
27.0,5.095734053392689
28.0,5.705992604415515
29.0,6.361834821425921
30.0,7.017604189253369
31.0,7.688631499698866
32.0,8.426803102607355
33.0,9.222174678903473
34.0,10.016547898612346
35.0,10.814244268592848
36.0,11.678698475409421
37.0,12.612208879239947
38.0,13.546882086997615
39.0,14.472093318510161
40.0,15.45956566457055
41.0,16.52944552927275
42.0,17.607387555972256
43.0,18.663080003734432
44.0,19.772111908801463
45.0,20.975607401819833
46.0,22.19822571424834
47.0,23.38747569474315
48.0,24.616797074263058
49.0,25.950282015904005
50.0,27.318082946979217
