time,flux
1.0,1.799953988846089e-40
2.0,1.2064631803186727e-06
3.0,0.028794143657954383
4.0,0.1618953089521357
5.0,0.404516888960171
6.0,0.7599919085442353
7.0,1.2236307477986998
8.0,1.8002310762108815
9.0,2.4874111996000576
10.0,3.283606042933842
11.0,4.190258927944241
12.0,5.208382098569884
13.0,6.337606398080319
14.0,7.577548293698712
15.0,8.927974695152393
16.0,10.38851796586725
17.0,11.959003411923955
18.0,13.639790990168553
19.0,15.431569655919093
20.0,17.33482218529993
21.0,19.349456892907384
22.0,21.474859384809175
23.0,23.710287793862953
24.0,26.055345317020972
25.0,28.51019431905016
26.0,31.075464991087742
27.0,33.75190514782548
28.0,36.53991759696219
29.0,39.439396858996815
30.0,42.449847435162766
31.0,45.57056667166578
32.0,48.80100167247272
33.0,52.14111188600999
34.0,55.5913278231622
35.0,59.15221696855692
36.0,62.82425234290661
37.0,66.60771178240115
38.0,70.50255274028972
39.0,74.50835240624566
40.0,78.62449121644939
41.0,82.85050291224489
42.0,87.18631895756769
43.0,91.63224531816081
44.0,96.18874538364021
45.0,100.85621087953125
46.0,105.63483998770361
47.0,110.5246260910439
48.0,115.5253997163268
49.0,120.63688063394547
50.0,125.8587427649955
