time,flux
1.0,0.0
2.0,1.4101484093879996e-103
3.0,1.9020986398603413e-44
4.0,5.591954656561108e-16
5.0,2.6956731212353834e-05
6.0,0.025264741314235215
7.0,0.1056306813493126
8.0,0.24909772937008942
9.0,0.4659117410374759
10.0,0.7479560565656156
11.0,1.0736994504545463
12.0,1.4606837800243249
13.0,1.9340693865178415
14.0,2.4752528758317296
15.0,3.0502267260812994
16.0,3.6776630417712384
17.0,4.403397379772436
18.0,5.208331731701708
19.0,6.035876283691872
20.0,6.901878221040968
21.0,7.8739643585379
22.0,8.94225562559108
23.0,10.028296150669862
24.0,11.134596568087867
25.0,12.349352660678564
26.0,13.679622091025305
27.0,15.028477991104065
28.0,16.376903178484863
29.0,17.829180099610635
30.0,19.41821375973725
31.0,21.034179471715913
32.0,22.628620581100765
33.0,24.31469969765189
34.0,26.157847956276566
35.0,28.04406363207935
36.0,29.889837362333083
37.0,31.807281061535363
38.0,33.89870499687291
39.0,36.05678944923281
40.0,38.160106671384845
41.0,40.30814100598707
42.0,42.64130455643127
43.0,45.071070498429236
44.0,47.438664310678305
45.0,49.81855366010744
46.0,52.38679236823649
47.0,55.08600950412418
48.0,57.724423611388964
49.0,60.33938893913702
50.0,63.136387970912935
