time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,8.597798356275391e-279
37.0,3.215382003764045e-249
38.0,1.9142449063362166e-221
39.0,2.153212841095499e-195
40.0,5.2699500735858325e-171
41.0,3.142409490389971e-148
42.0,4.974613225346708e-127
43.0,2.2163715571671128e-107
44.0,2.8606457087609528e-89
45.0,1.0645675864773789e-72
46.0,1.0908306206537802e-57
47.0,2.780222008368462e-44
48.0,1.465353011455321e-32
49.0,1.1507341292127408e-22
50.0,7.12077540807819e-15
