time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,3.4279191957815465e-291
32.0,5.0230937827859037e-259
33.0,5.3491889145462655e-229
34.0,5.4013835692709346e-201
35.0,6.434271761555353e-175
36.0,1.0785055895948539e-150
37.0,2.918138933855766e-128
38.0,1.407954941821621e-107
39.0,1.2872309833716363e-88
40.0,2.2702643637107127e-71
41.0,7.46789532981751e-56
42.0,4.134912408811857e-42
43.0,3.1338906867644337e-30
44.0,2.1935794211402602e-20
45.0,6.141730566197243e-13
46.0,2.880974562250873e-09
47.0,1.5394247305990046e-07
48.0,2.116631773551783e-06
49.0,1.9375466399213958e-05
50.0,0.00018640950797615835
