time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,3.855095002135551e-271
17.0,2.6738626833189567e-229
18.0,4.259529172677084e-192
19.0,6.117374359385815e-159
20.0,2.134354210251809e-129
21.0,3.7189385503037107e-103
22.0,5.382264963592756e-80
23.0,8.947058646739554e-60
24.0,1.959197116412044e-42
25.0,5.121549565841283e-28
26.0,9.676125512663007e-17
27.0,2.467756798659819e-09
28.0,1.5574758708908799e-06
29.0,3.0307034998951626e-05
30.0,0.0006610227450309179
31.0,0.005655304687844829
32.0,0.014435437721580369
33.0,0.028294545580709964
34.0,0.04734897196611501
35.0,0.07081062444565211
36.0,0.09781313268289345
37.0,0.12905532494479793
38.0,0.16705601834259196
39.0,0.20933159043395344
40.0,0.2540987960720788
41.0,0.3031204347190445
42.0,0.359465706099581
43.0,0.42109057817023177
44.0,0.48397464027524767
45.0,0.550232923464668
46.0,0.6246979694194162
47.0,0.7054475216487206
48.0,0.7868289794013312
49.0,0.8704740687854289
50.0,0.9628643809444646
