time,flux
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,1.1192038803938806e-301
6.0,8.99968776432758e-211
7.0,8.342507168409079e-152
8.0,1.1812540056581213e-107
9.0,2.373337253664281e-73
10.0,1.2668669059667429e-46
11.0,2.2585117512175563e-26
12.0,2.2821895539575755e-12
13.0,1.4047899344720218e-06
14.0,0.0007492091064792499
15.0,0.01708788846773517
16.0,0.0516643491429641
17.0,0.10317688478130435
18.0,0.17707156265815716
19.0,0.27373947014284633
20.0,0.38668014930614025
21.0,0.5137825873438516
22.0,0.6651810893684623
23.0,0.844037510697124
24.0,1.0368549568368493
25.0,1.238855481586931
26.0,1.466631590524687
27.0,1.7252377766896
28.0,1.9998700639804021
29.0,2.27799983085953
30.0,2.580392417684949
31.0,2.9188622734138705
32.0,3.2752925379690048
33.0,3.6318250386211517
34.0,4.007044817487053
35.0,4.424101379782496
36.0,4.863950512469272
37.0,5.299065769324582
38.0,5.747646201933908
39.0,6.241350823345561
40.0,6.764330862399605
41.0,7.280397781958739
42.0,7.802573172888332
43.0,8.370825726074125
44.0,8.976248502209037
45.0,9.575001660582837
46.0,10.171592996364419
47.0,10.81329532172281
48.0,11.500427523680155
49.0,12.183021780725465
50.0,12.854673398943891
