time,flux
1.0,0.0007254452031514423
2.0,0.0927131877562077
3.0,0.33795601204161707
4.0,0.7126816937800524
5.0,1.21746090341008
6.0,1.895963027255403
7.0,2.740854983641625
8.0,3.688179470591293
9.0,4.7460173917614386
10.0,6.00038942303634
11.0,7.44739270040416
12.0,8.978736999787117
13.0,10.58923053744084
14.0,12.40853615731807
15.0,14.456123273709714
16.0,16.582602689512097
17.0,18.749265240186396
18.0,21.12269427736291
19.0,23.765411426755964
20.0,26.497026235592553
21.0,29.22704969894055
22.0,32.145543883553
23.0,35.3745243192866
24.0,38.71911404253929
25.0,42.023027062322406
26.0,45.480583037031195
27.0,49.28432062922372
28.0,53.246296584812114
29.0,57.13656898529958
30.0,61.130521684403405
31.0,65.49569599216822
32.0,70.07565160997666
33.0,74.56603729888029
34.0,79.09791223693526
35.0,84.01066596814915
36.0,89.20497688550125
37.0,94.3091325483496
38.0,99.38449196186392
39.0,104.83133555052109
40.0,110.63213587682995
41.0,116.36277630936505
42.0,121.99158388945877
43.0,127.96086080580301
44.0,134.35621246916318
45.0,140.72363289082747
46.0,146.91956190925973
47.0,153.40238949064903
48.0,160.3767334899059
49.0,167.387843872261
50.0,174.16800888002186
