SNR_dB,BER
10.4,0.0022943932980348998
10.5,0.0020514504558923905
10.600000000000001,0.0018298200744393573
10.700000000000001,0.0016281184372858304
10.8,0.001445005021750751
10.9,0.0012791851344862806
11.0,0.001129412212963487
11.100000000000001,0.0009944897844347614
11.200000000000001,0.0008732730772413786
11.3,0.0007646702826488404
11.4,0.0006676434687220574
11.5,0.0005812091510499667
11.600000000000001,0.0005044385283471296
11.700000000000001,0.00043645739405091534
11.8,0.00037644573795113834
11.9,0.0003236370545911983
12.0,0.00027731737762523795
12.100000000000001,0.0002368240614690588
12.200000000000001,0.00020154433341232784
12.3,0.00017091364084107353
12.4,0.0001444138193340452
12.5,0.00012157110813241636
12.600000000000001,0.00010195403983544237
12.700000000000001,8.517123114790885e-05
12.8,7.086910110913416e-05
12.9,5.8729542485432294e-05
13.0,4.8467570932631754e-05
13.100000000000001,3.982897516291226e-05
13.200000000000001,3.258798971652745e-05
13.3,2.6545010084078806e-05
13.4,2.1524367892305987e-05
13.5,1.7372181701524556e-05
13.600000000000001,1.3954296712539672e-05
13.700000000000001,1.1154324391580016e-05
13.8,8.871790738674385e-06
13.9,7.020399690610053e-06
14.0,5.526416003375558e-06
14.100000000000001,4.3271699356797394e-06
14.200000000000001,3.3696841845608755e-06
14.3,2.609421830490812e-06
14.4,2.009152551053139e-06
14.5,1.5379330714793765e-06
14.600000000000001,1.1701967433388267e-06
14.700000000000001,8.84946280016533e-07
14.8,6.650430244967791e-07
14.9,4.965856718614368e-07
15.0,3.6837110221889685e-07
15.100000000000001,2.7142988261434313e-07
15.200000000000001,1.986290494770406e-07
15.3,1.443349653335709e-07
15.4,1.0412933302999317e-07
15.5,7.457182566474446e-08
15.600000000000001,5.3003229564328314e-08
15.700000000000001,3.738348087133224e-08
15.8,2.61594852853903e-08
15.9,1.815812887795501e-08
16.0,1.2500401655483922e-08
16.1,8.533053048198768e-09
16.2,5.7746705537524904e-09
16.3,3.873512513618213e-09
16.400000000000002,2.574828779354863e-09
16.5,1.6957661405315099e-09
16.6,1.1062778506474295e-09
16.7,7.147388435410949e-10
16.8,4.5721185911063767e-10
16.900000000000002,2.895171264216551e-10
17.0,1.8143250779130214e-10
17.1,1.124954674263591e-10
17.2,6.89964236431928e-11
17.3,4.1848492844886296e-11
17.400000000000002,2.5094713197320666e-11
17.5,1.4873688720467194e-11
17.6,8.711067021929964e-12
17.7,5.039873876842303e-12
17.8,2.8796535912667852e-12
17.900000000000002,1.6244518191729398e-12
18.0,9.044618009636891e-13
18.1,4.968876676922803e-13
18.2,2.6926227084876305e-13
18.3,1.4388106286024765e-13
18.400000000000002,7.578808603642086e-14
18.5,3.9338919705558454e-14
18.6,2.0114986551530992e-14
18.7,1.0128405287538751e-14
18.8,5.020315896396193e-15
18.900000000000002,2.4486724165444737e-15
19.0,1.174836192027663e-15
19.1,5.542484043718401e-16
19.200000000000003,2.5700509612927534e-16
19.3,1.1708866087401863e-16
19.400000000000002,5.238963493955207e-17
19.5,2.301181030264257e-17
19.6,9.918460647262055e-18
19.700000000000003,4.1930948142507304e-18
19.8,1.7379064608985255e-18
19.900000000000002,7.058611000583704e-19
20.0,2.808073038152154e-19
20.1,1.093664818129227e-19
20.200000000000003,4.168043864090234e-20
20.3,1.553577865500231e-20
20.400000000000002,5.6605921849730334e-21
20.5,2.0150645711333147e-21
20.6,7.00453207266503e-22
20.700000000000003,2.376247501139444e-22
20.8,7.862855912871908e-23
20.900000000000002,2.5362557046828644e-23
21.0,7.970249854575226e-24
21.1,2.4386704159417928e-24
21.200000000000003,7.26049957105572e-25
21.3,2.1020148160775844e-25
21.400000000000002,5.913956572530254e-26
21.5,1.6158617673131254e-26
21.6,4.2846749432926994e-27
21.700000000000003,1.1018339244031514e-27
21.8,2.7459265145582436e-28
21.900000000000002,6.627029344074421e-29
22.0,1.5476808091396194e-29
22.1,3.4949757469275055e-30
22.200000000000003,7.6254803021700625e-31
22.3,1.606210983747889e-31
22.400000000000002,3.263580327923794e-32
22.5,6.391135594649374e-33
22.6,1.2052606046984313e-33
22.700000000000003,2.186863145338166e-34
22.8,3.81425379116623e-35
22.900000000000002,6.389184541415617e-36
23.0,1.0268815812566276e-36
23.1,1.5820349771832295e-37
23.200000000000003,2.33401980465587e-38
23.3,3.294182938167382e-39
23.400000000000002,4.443215620834137e-40
23.5,5.721302367253207e-41
23.6,7.025397455612406e-42
23.700000000000003,8.21760198794271e-43
23.8,9.14589142128838e-44
23.900000000000002,9.674104959745269e-45
24.0,9.713700954462041e-46
24.1,9.247433572961328e-47
24.200000000000003,8.336454368853288e-48
24.3,7.107449057370029e-49
24.400000000000002,5.7233995455697275e-50
