time,z_mid,alpha_m-1
3.9,1.437465,-9.201456e-02
3.9,1.912470,-8.611334e-02
3.9,2.387475,-5.405805e-02
3.9,2.862479,-4.850790e-02
3.9,3.337484,-3.890541e-02
3.9,3.812489,-3.558340e-02
3.9,4.287493,-2.994256e-02
3.9,4.762498,-2.766511e-02
3.9,5.237502,-2.561288e-02
3.9,5.712507,-2.407499e-02
3.9,6.187512,-2.137803e-02
3.9,6.662516,-1.901076e-02
3.9,7.137521,-1.706008e-02
3.9,7.612525,-1.490377e-02
3.9,8.087530,-1.306517e-02
3.9,8.562535,-1.260979e-02
3.9,9.037539,-1.455915e-02
3.9,9.512544,-1.372051e-02
4,0.487456,-9.061614e-02
4,0.962461,-1.400569e-01
4,1.437465,-9.161409e-02
4,1.912470,-8.410274e-02
4,2.387475,-4.965860e-02
4,2.862479,-4.565504e-02
4,3.337484,-3.613987e-02
4,3.812489,-3.252913e-02
4,4.287493,-2.700246e-02
4,4.762498,-2.565112e-02
4,5.237502,-2.332611e-02
4,5.712507,-2.224370e-02
4,6.187512,-1.995480e-02
4,6.662516,-1.807888e-02
4,7.137521,-1.656757e-02
4,7.612525,-1.455411e-02
4,8.087530,-1.289392e-02
4,8.562535,-1.238571e-02
4,9.037539,-1.444683e-02
4,9.512544,-1.363289e-02
4.1,0.487456,-9.751559e-02
4.1,0.962461,-1.466860e-01
4.1,1.437465,-9.599555e-02
4.1,1.912470,-8.691992e-02
4.1,2.387475,-4.700876e-02
4.1,2.862479,-4.379393e-02
4.1,3.337484,-3.390184e-02
4.1,3.812489,-3.012439e-02
4.1,4.287493,-2.422813e-02
4.1,4.762498,-2.388794e-02
4.1,5.237502,-2.082389e-02
4.1,5.712507,-2.021784e-02
4.1,6.187512,-1.828170e-02
4.1,6.662516,-1.694025e-02
4.1,7.137521,-1.603501e-02
4.1,7.612525,-1.405183e-02
4.1,8.087530,-1.260431e-02
4.1,8.562535,-1.208869e-02
4.1,9.037539,-1.422203e-02
4.1,9.512544,-1.349505e-02
4.2,0.487456,-1.109634e-01
4.2,0.962461,-1.529366e-01
4.2,1.437465,-1.055343e-01
4.2,1.912470,-9.652463e-02
4.2,2.387475,-4.236760e-02
4.2,2.862479,-3.916122e-02
4.2,3.337484,-2.942046e-02
4.2,3.812489,-2.626373e-02
4.2,4.287493,-1.957009e-02
4.2,4.762498,-2.026872e-02
4.2,5.237502,-1.659489e-02
4.2,5.712507,-1.660581e-02
4.2,6.187512,-1.496644e-02
4.2,6.662516,-1.444667e-02
4.2,7.137521,-1.449391e-02
4.2,7.612525,-1.286793e-02
4.2,8.087530,-1.189894e-02
4.2,8.562535,-1.142502e-02
4.2,9.037539,-1.351960e-02
4.2,9.512544,-1.323040e-02
4.3,0.487456,-1.181683e-01
4.3,0.962461,-1.555577e-01
4.3,1.437465,-1.114552e-01
4.3,1.912470,-1.032232e-01
4.3,2.387475,-4.013487e-02
4.3,2.862479,-3.660961e-02
4.3,3.337484,-2.583624e-02
4.3,3.812489,-2.306111e-02
4.3,4.287493,-1.623979e-02
4.3,4.762498,-1.766661e-02
4.3,5.237502,-1.309448e-02
4.3,5.712507,-1.338282e-02
4.3,6.187512,-1.197495e-02
4.3,6.662516,-1.203221e-02
4.3,7.137521,-1.307570e-02
4.3,7.612525,-1.162416e-02
4.3,8.087530,-1.117998e-02
4.3,8.562535,-1.093713e-02
4.3,9.037539,-1.305282e-02
4.3,9.512544,-1.304427e-02
4.4,0.487456,-1.233487e-01
4.4,0.962461,-1.618951e-01
4.4,1.437465,-1.169646e-01
4.4,1.912470,-1.086318e-01
4.4,2.387475,-4.294496e-02
4.4,2.862479,-3.781737e-02
4.4,3.337484,-2.591998e-02
4.4,3.812489,-2.285420e-02
4.4,4.287493,-1.556143e-02
4.4,4.762498,-1.721481e-02
4.4,5.237502,-1.186800e-02
4.4,5.712507,-1.215934e-02
4.4,6.187512,-1.077830e-02
4.4,6.662516,-1.105268e-02
4.4,7.137521,-1.266163e-02
4.4,7.612525,-1.113167e-02
4.4,8.087530,-1.089639e-02
4.4,8.562535,-1.082906e-02
4.4,9.037539,-1.296163e-02
4.4,9.512544,-1.299486e-02
4.5,0.487456,-1.274216e-01
4.5,0.962461,-1.632583e-01
4.5,1.437465,-1.237120e-01
4.5,1.912470,-1.172421e-01
4.5,2.387475,-4.731507e-02
4.5,2.862479,-3.903319e-02
4.5,3.337484,-2.794445e-02
4.5,3.812489,-2.483126e-02
4.5,4.287493,-1.577498e-02
4.5,4.762498,-1.668524e-02
4.5,5.237502,-1.119720e-02
4.5,5.712507,-1.117889e-02
4.5,6.187512,-9.355448e-03
4.5,6.662516,-9.560973e-03
4.5,7.137521,-1.154890e-02
4.5,7.612525,-9.999421e-03
4.5,8.087530,-1.011069e-02
4.5,8.562535,-1.026611e-02
4.5,9.037539,-1.235947e-02
4.5,9.512544,-1.271418e-02
4.6,0.487456,-1.306232e-01
4.6,0.962461,-1.682686e-01
4.6,1.437465,-1.284136e-01
4.6,1.912470,-1.224340e-01
4.6,2.387475,-5.225136e-02
4.6,2.862479,-4.146690e-02
4.6,3.337484,-3.034725e-02
4.6,3.812489,-2.706012e-02
4.6,4.287493,-1.690725e-02
4.6,4.762498,-1.691655e-02
4.6,5.237502,-1.154456e-02
4.6,5.712507,-1.110406e-02
4.6,6.187512,-9.026884e-03
4.6,6.662516,-8.996201e-03
4.6,7.137521,-1.111082e-02
4.6,7.612525,-9.484408e-03
4.6,8.087530,-9.766096e-03
4.6,8.562535,-1.009554e-02
4.6,9.037539,-1.223902e-02
4.6,9.512544,-1.266196e-02
4.7,0.487456,-1.307892e-01
4.7,0.962461,-1.703891e-01
4.7,1.437465,-1.293192e-01
4.7,1.912470,-1.230690e-01
4.7,2.387475,-5.532548e-02
4.7,2.862479,-4.415562e-02
4.7,3.337484,-3.280206e-02
4.7,3.812489,-2.937609e-02
4.7,4.287493,-1.790607e-02
4.7,4.762498,-1.740399e-02
4.7,5.237502,-1.211592e-02
4.7,5.712507,-1.125698e-02
4.7,6.187512,-8.891655e-03
4.7,6.662516,-8.593903e-03
4.7,7.137521,-1.073043e-02
4.7,7.612525,-8.939183e-03
4.7,8.087530,-9.302932e-03
4.7,8.562535,-9.750326e-03
4.7,9.037539,-1.194557e-02
4.7,9.512544,-1.242549e-02
4.8,0.487456,-1.283378e-01
4.8,0.962461,-1.706945e-01
4.8,1.437465,-1.274144e-01
4.8,1.912470,-1.210161e-01
4.8,2.387475,-5.830276e-02
4.8,2.862479,-4.664093e-02
4.8,3.337484,-3.502600e-02
4.8,3.812489,-3.148237e-02
4.8,4.287493,-1.915217e-02
4.8,4.762498,-1.787972e-02
4.8,5.237502,-1.277431e-02
4.8,5.712507,-1.151096e-02
4.8,6.187512,-8.936754e-03
4.8,6.662516,-8.334100e-03
4.8,7.137521,-1.033084e-02
4.8,7.612525,-8.483520e-03
4.8,8.087530,-8.887477e-03
4.8,8.562535,-9.467444e-03
4.8,9.037539,-1.172977e-02
4.8,9.512544,-1.228193e-02
4.9,0.487456,-1.277542e-01
4.9,0.962461,-1.750415e-01
4.9,1.437465,-1.265768e-01
4.9,1.912470,-1.196825e-01
4.9,2.387475,-6.124394e-02
4.9,2.862479,-4.910248e-02
4.9,3.337484,-3.688420e-02
4.9,3.812489,-3.309633e-02
4.9,4.287493,-2.044124e-02
4.9,4.762498,-1.865864e-02
4.9,5.237502,-1.339363e-02
4.9,5.712507,-1.182830e-02
4.9,6.187512,-9.131483e-03
4.9,6.662516,-8.336343e-03
4.9,7.137521,-1.037617e-02
4.9,7.612525,-8.343122e-03
4.9,8.087530,-8.761636e-03
4.9,8.562535,-9.403719e-03
4.9,9.037539,-1.184562e-02
4.9,9.512544,-1.224976e-02
5,0.487456,-1.281610e-01
5,0.962461,-1.737799e-01
5,1.437465,-1.250453e-01
5,1.912470,-1.169942e-01
5,2.387475,-6.265790e-02
5,2.862479,-5.003284e-02
5,3.337484,-3.862345e-02
5,3.812489,-3.456205e-02
5,4.287493,-2.180740e-02
5,4.762498,-1.946325e-02
5,5.237502,-1.419285e-02
5,5.712507,-1.231195e-02
5,6.187512,-9.303347e-03
5,6.662516,-8.257336e-03
5,7.137521,-1.011836e-02
5,7.612525,-7.922202e-03
5,8.087530,-8.215519e-03
5,8.562535,-8.912944e-03
5,9.037539,-1.130275e-02
5,9.512544,-1.187165e-02
5.1,0.487456,-1.295185e-01
5.1,0.962461,-1.743151e-01
5.1,1.437465,-1.252915e-01
5.1,1.912470,-1.154063e-01
5.1,2.387475,-6.440707e-02
5.1,2.862479,-5.129471e-02
5.1,3.337484,-4.037351e-02
5.1,3.812489,-3.564346e-02
5.1,4.287493,-2.314478e-02
5.1,4.762498,-2.034287e-02
5.1,5.237502,-1.483288e-02
5.1,5.712507,-1.291319e-02
5.1,6.187512,-9.559466e-03
5.1,6.662516,-8.384245e-03
5.1,7.137521,-1.005207e-02
5.1,7.612525,-7.743609e-03
5.1,8.087530,-7.944430e-03
5.1,8.562535,-8.694964e-03
5.1,9.037539,-1.113636e-02
5.1,9.512544,-1.173167e-02
5.2,0.487456,-1.287095e-01
5.2,0.962461,-1.766998e-01
5.2,1.437465,-1.241420e-01
5.2,1.912470,-1.142493e-01
5.2,2.387475,-7.042131e-02
5.2,2.862479,-5.446848e-02
5.2,3.337484,-4.456208e-02
5.2,3.812489,-3.883730e-02
5.2,4.287493,-2.672092e-02
5.2,4.762498,-2.215503e-02
5.2,5.237502,-1.644699e-02
5.2,5.712507,-1.445181e-02
5.2,6.187512,-1.039486e-02
5.2,6.662516,-9.044996e-03
5.2,7.137521,-1.043804e-02
5.2,7.612525,-7.903276e-03
5.2,8.087530,-7.889136e-03
5.2,8.562535,-8.651473e-03
5.2,9.037539,-1.126100e-02
5.2,9.512544,-1.164256e-02
5.3,0.487456,-1.252523e-01
5.3,0.962461,-1.740810e-01
5.3,1.437465,-1.210097e-01
5.3,1.912470,-1.112298e-01
5.3,2.387475,-7.457060e-02
5.3,2.862479,-5.686945e-02
5.3,3.337484,-4.984518e-02
5.3,3.812489,-4.375563e-02
5.3,4.287493,-3.207257e-02
5.3,4.762498,-2.488290e-02
5.3,5.237502,-2.029035e-02
5.3,5.712507,-1.769945e-02
5.3,6.187512,-1.252631e-02
5.3,6.662516,-1.059476e-02
5.3,7.137521,-1.090289e-02
5.3,7.612525,-8.324478e-03
5.3,8.087530,-7.717437e-03
5.3,8.562535,-8.387203e-03
5.3,9.037539,-1.094557e-02
5.3,9.512544,-1.137969e-02
5.4,0.487456,-1.161051e-01
5.4,0.962461,-1.693789e-01
5.4,1.437465,-1.127414e-01
5.4,1.912470,-1.029875e-01
5.4,2.387475,-7.311535e-02
5.4,2.862479,-5.732890e-02
5.4,3.337484,-5.239174e-02
5.4,3.812489,-4.711915e-02
5.4,4.287493,-3.656105e-02
5.4,4.762498,-2.779370e-02
5.4,5.237502,-2.510729e-02
5.4,5.712507,-2.149672e-02
5.4,6.187512,-1.559060e-02
5.4,6.662516,-1.279626e-02
5.4,7.137521,-1.158514e-02
5.4,7.612525,-9.243367e-03
5.4,8.087530,-7.843917e-03
5.4,8.562535,-8.347396e-03
5.4,9.037539,-1.068275e-02
5.4,9.512544,-1.123618e-02
5.5,0.487456,-1.083677e-01
5.5,0.962461,-1.650950e-01
5.5,1.437465,-1.046584e-01
5.5,1.912470,-9.399280e-02
5.5,2.387475,-6.629321e-02
5.5,2.862479,-5.465601e-02
5.5,3.337484,-5.069180e-02
5.5,3.812489,-4.638228e-02
5.5,4.287493,-3.791439e-02
5.5,4.762498,-2.897500e-02
5.5,5.237502,-2.803812e-02
5.5,5.712507,-2.399593e-02
5.5,6.187512,-1.798117e-02
5.5,6.662516,-1.465645e-02
5.5,7.137521,-1.225429e-02
5.5,7.612525,-1.017434e-02
5.5,8.087530,-7.981047e-03
5.5,8.562535,-8.291986e-03
5.5,9.037539,-1.052485e-02
5.5,9.512544,-1.106045e-02
5.6,0.487456,-1.058408e-01
5.6,0.962461,-1.629270e-01
5.6,1.437465,-1.009073e-01
5.6,1.912470,-8.961222e-02
5.6,2.387475,-5.944811e-02
5.6,2.862479,-5.184923e-02
5.6,3.337484,-4.742301e-02
5.6,3.812489,-4.384764e-02
5.6,4.287493,-3.715943e-02
5.6,4.762498,-2.903247e-02
5.6,5.237502,-2.902937e-02
5.6,5.712507,-2.520372e-02
5.6,6.187512,-1.948135e-02
5.6,6.662516,-1.597135e-02
5.6,7.137521,-1.281630e-02
5.6,7.612525,-1.095649e-02
5.6,8.087530,-8.166605e-03
5.6,8.562535,-8.264341e-03
5.6,9.037539,-1.023202e-02
5.6,9.512544,-1.088330e-02
5.7,0.487456,-1.058676e-01
5.7,0.962461,-1.626857e-01
5.7,1.437465,-1.002831e-01
5.7,1.912470,-8.877281e-02
5.7,2.387475,-5.407732e-02
5.7,2.862479,-4.919492e-02
5.7,3.337484,-4.413485e-02
5.7,3.812489,-4.112112e-02
5.7,4.287493,-3.545253e-02
5.7,4.762498,-2.836412e-02
5.7,5.237502,-2.873048e-02
5.7,5.712507,-2.534509e-02
5.7,6.187512,-2.006854e-02
5.7,6.662516,-1.665319e-02
5.7,7.137521,-1.313165e-02
5.7,7.612525,-1.149529e-02
5.7,8.087530,-8.361226e-03
5.7,8.562535,-8.280533e-03
5.7,9.037539,-9.880020e-03
5.7,9.512544,-1.073875e-02
5.8,0.487456,-1.093349e-01
5.8,0.962461,-1.642579e-01
5.8,1.437465,-1.034048e-01
5.8,1.912470,-9.199496e-02
5.8,2.387475,-5.297750e-02
5.8,2.862479,-4.771897e-02
5.8,3.337484,-4.206197e-02
5.8,3.812489,-3.933503e-02
5.8,4.287493,-3.429433e-02
5.8,4.762498,-2.786894e-02
5.8,5.237502,-2.835540e-02
5.8,5.712507,-2.527582e-02
5.8,6.187512,-2.035777e-02
5.8,6.662516,-1.703599e-02
5.8,7.137521,-1.339676e-02
5.8,7.612525,-1.193617e-02
5.8,8.087530,-8.654069e-03
5.8,8.562535,-8.368614e-03
5.8,9.037539,-9.783608e-03
5.8,9.512544,-1.063433e-02
5.9,0.487456,-1.146299e-01
5.9,0.962461,-1.716188e-01
5.9,1.437465,-1.078979e-01
5.9,1.912470,-9.678771e-02
5.9,2.387475,-5.494634e-02
5.9,2.862479,-4.799093e-02
5.9,3.337484,-4.095110e-02
5.9,3.812489,-3.782451e-02
5.9,4.287493,-3.314764e-02
5.9,4.762498,-2.745966e-02
5.9,5.237502,-2.762780e-02
5.9,5.712507,-2.498315e-02
5.9,6.187512,-2.024968e-02
5.9,6.662516,-1.709627e-02
5.9,7.137521,-1.346018e-02
5.9,7.612525,-1.213512e-02
5.9,8.087530,-8.910452e-03
5.9,8.562535,-8.515578e-03
5.9,9.037539,-9.749012e-03
5.9,9.512544,-1.060246e-02
6,0.487456,-1.174484e-01
6,0.962461,-1.749552e-01
6,1.437465,-1.105911e-01
6,1.912470,-1.003170e-01
6,2.387475,-5.762407e-02
6,2.862479,-4.892349e-02
6,3.337484,-3.994502e-02
6,3.812489,-3.592097e-02
6,4.287493,-3.125498e-02
6,4.762498,-2.636640e-02
6,5.237502,-2.585530e-02
6,5.712507,-2.416571e-02
6,6.187512,-1.978641e-02
6,6.662516,-1.706452e-02
6,7.137521,-1.375312e-02
6,7.612525,-1.245372e-02
6,8.087530,-9.336894e-03
6,8.562535,-8.705928e-03
6,9.037539,-9.590445e-03
6,9.512544,-1.043973e-02
6.1,0.487456,-1.165676e-01
6.1,0.962461,-1.703065e-01
6.1,1.437465,-1.114972e-01
6.1,1.912470,-1.017183e-01
6.1,2.387475,-6.111497e-02
6.1,2.862479,-4.995984e-02
6.1,3.337484,-4.069788e-02
6.1,3.812489,-3.550922e-02
6.1,4.287493,-2.912555e-02
6.1,4.762498,-2.471411e-02
6.1,5.237502,-2.300089e-02
6.1,5.712507,-2.231344e-02
6.1,6.187512,-1.843895e-02
6.1,6.662516,-1.673413e-02
6.1,7.137521,-1.387874e-02
6.1,7.612525,-1.298945e-02
6.1,8.087530,-1.004259e-02
6.1,8.562535,-8.978135e-03
6.1,9.037539,-9.412082e-03
6.1,9.512544,-1.018895e-02
6.2,0.487456,-1.138690e-01
6.2,0.962461,-1.710607e-01
6.2,1.437465,-1.095643e-01
6.2,1.912470,-9.796947e-02
6.2,2.387475,-6.260013e-02
6.2,2.862479,-5.166597e-02
6.2,3.337484,-4.259761e-02
6.2,3.812489,-3.633388e-02
6.2,4.287493,-2.904656e-02
6.2,4.762498,-2.480783e-02
6.2,5.237502,-2.210429e-02
6.2,5.712507,-2.141951e-02
6.2,6.187512,-1.765917e-02
6.2,6.662516,-1.648250e-02
6.2,7.137521,-1.408189e-02
6.2,7.612525,-1.322380e-02
6.2,8.087530,-1.037357e-02
6.2,8.562535,-9.150252e-03
6.2,9.037539,-9.543654e-03
6.2,9.512544,-1.015956e-02
6.3,0.487456,-1.087990e-01
6.3,0.962461,-1.692857e-01
6.3,1.437465,-1.050949e-01
6.3,1.912470,-9.381865e-02
6.3,2.387475,-6.462829e-02
6.3,2.862479,-5.370228e-02
6.3,3.337484,-4.564971e-02
6.3,3.812489,-3.893130e-02
6.3,4.287493,-3.033769e-02
6.3,4.762498,-2.545343e-02
6.3,5.237502,-2.205919e-02
6.3,5.712507,-2.127845e-02
6.3,6.187512,-1.728746e-02
6.3,6.662516,-1.641535e-02
6.3,7.137521,-1.423129e-02
6.3,7.612525,-1.347770e-02
6.3,8.087530,-1.058095e-02
6.3,8.562535,-9.270286e-03
6.3,9.037539,-9.594986e-03
6.3,9.512544,-1.006894e-02
6.4,0.487456,-1.040025e-01
6.4,0.962461,-1.693639e-01
6.4,1.437465,-9.920864e-02
6.4,1.912470,-8.720748e-02
6.4,2.387475,-6.480324e-02
6.4,2.862479,-5.541012e-02
6.4,3.337484,-4.855586e-02
6.4,3.812489,-4.214719e-02
6.4,4.287493,-3.341851e-02
6.4,4.762498,-2.740140e-02
6.4,5.237502,-2.373731e-02
6.4,5.712507,-2.221641e-02
6.4,6.187512,-1.799702e-02
6.4,6.662516,-1.689449e-02
6.4,7.137521,-1.452515e-02
6.4,7.612525,-1.374723e-02
6.4,8.087530,-1.072762e-02
6.4,8.562535,-9.372264e-03
6.4,9.037539,-9.696458e-03
6.4,9.512544,-1.005780e-02
6.5,0.487456,-1.035327e-01
6.5,0.962461,-1.702032e-01
6.5,1.437465,-9.638479e-02
6.5,1.912470,-8.320853e-02
6.5,2.387475,-6.035276e-02
6.5,2.862479,-5.376257e-02
6.5,3.337484,-4.757491e-02
6.5,3.812489,-4.240778e-02
6.5,4.287493,-3.490427e-02
6.5,4.762498,-2.911240e-02
6.5,5.237502,-2.593313e-02
6.5,5.712507,-2.362287e-02
6.5,6.187512,-1.922542e-02
6.5,6.662516,-1.762206e-02
6.5,7.137521,-1.515794e-02
6.5,7.612525,-1.412901e-02
6.5,8.087530,-1.101836e-02
6.5,8.562535,-9.565830e-03
6.5,9.037539,-9.656602e-03
6.5,9.512544,-9.979224e-03
6.6,0.487456,-1.079947e-01
6.6,0.962461,-1.738796e-01
6.6,1.437465,-9.943039e-02
6.6,1.912470,-8.579910e-02
6.6,2.387475,-5.696230e-02
6.6,2.862479,-5.211759e-02
6.6,3.337484,-4.479819e-02
6.6,3.812489,-4.051449e-02
6.6,4.287493,-3.384708e-02
6.6,4.762498,-2.937384e-02
6.6,5.237502,-2.666277e-02
6.6,5.712507,-2.425152e-02
6.6,6.187512,-1.998412e-02
6.6,6.662516,-1.802176e-02
6.6,7.137521,-1.556505e-02
6.6,7.612525,-1.438806e-02
6.6,8.087530,-1.133999e-02
6.6,8.562535,-9.797160e-03
6.6,9.037539,-9.788129e-03
6.6,9.512544,-9.876695e-03
6.7,0.487456,-1.154477e-01
6.7,0.962461,-1.781485e-01
6.7,1.437465,-1.083386e-01
6.7,1.912470,-9.702306e-02
6.7,2.387475,-5.829613e-02
6.7,2.862479,-5.271953e-02
6.7,3.337484,-4.359570e-02
6.7,3.812489,-4.007562e-02
6.7,4.287493,-3.238897e-02
6.7,4.762498,-2.873035e-02
6.7,5.237502,-2.625351e-02
6.7,5.712507,-2.391181e-02
6.7,6.187512,-2.002144e-02
6.7,6.662516,-1.789877e-02
6.7,7.137521,-1.563230e-02
6.7,7.612525,-1.448797e-02
6.7,8.087530,-1.166247e-02
6.7,8.562535,-1.005882e-02
6.7,9.037539,-9.709957e-03
6.7,9.512544,-9.786588e-03
6.8,0.487456,-1.215335e-01
6.8,0.962461,-1.793903e-01
6.8,1.437465,-1.156428e-01
6.8,1.912470,-1.063228e-01
6.8,2.387475,-6.173457e-02
6.8,2.862479,-5.418949e-02
6.8,3.337484,-4.413019e-02
6.8,3.812489,-4.138144e-02
6.8,4.287493,-3.234793e-02
6.8,4.762498,-2.897619e-02
6.8,5.237502,-2.616262e-02
6.8,5.712507,-2.330883e-02
6.8,6.187512,-1.981436e-02
6.8,6.662516,-1.744821e-02
6.8,7.137521,-1.566913e-02
6.8,7.612525,-1.434012e-02
6.8,8.087530,-1.184602e-02
6.8,8.562535,-1.024220e-02
6.8,9.037539,-9.710336e-03
6.8,9.512544,-9.706860e-03
6.9,0.487456,-1.252453e-01
6.9,0.962461,-1.815389e-01
6.9,1.437465,-1.198121e-01
6.9,1.912470,-1.102832e-01
6.9,2.387475,-6.147661e-02
6.9,2.862479,-5.328350e-02
6.9,3.337484,-4.248267e-02
6.9,3.812489,-3.972037e-02
6.9,4.287493,-3.133679e-02
6.9,4.762498,-2.861659e-02
6.9,5.237502,-2.576724e-02
6.9,5.712507,-2.278565e-02
6.9,6.187512,-1.963383e-02
6.9,6.662516,-1.708002e-02
6.9,7.137521,-1.574069e-02
6.9,7.612525,-1.414744e-02
6.9,8.087530,-1.192304e-02
6.9,8.562535,-1.035276e-02
6.9,9.037539,-9.828025e-03
6.9,9.512544,-9.668618e-03
7,0.487456,-1.260770e-01
7,0.962461,-1.753671e-01
7,1.437465,-1.230132e-01
7,1.912470,-1.161244e-01
7,2.387475,-5.986939e-02
7,2.862479,-5.038920e-02
7,3.337484,-3.967657e-02
7,3.812489,-3.679959e-02
7,4.287493,-2.823187e-02
7,4.762498,-2.618305e-02
7,5.237502,-2.337878e-02
7,5.712507,-2.140951e-02
7,6.187512,-1.876394e-02
7,6.662516,-1.648876e-02
7,7.137521,-1.534924e-02
7,7.612525,-1.377336e-02
7,8.087530,-1.192794e-02
7,8.562535,-1.051815e-02
7,9.037539,-9.764113e-03
7,9.512544,-9.506966e-03
7.1,0.487456,-1.219382e-01
7.1,0.962461,-1.714033e-01
7.1,1.437465,-1.190980e-01
7.1,1.912470,-1.115063e-01
7.1,2.387475,-6.004897e-02
7.1,2.862479,-5.005895e-02
7.1,3.337484,-3.912648e-02
7.1,3.812489,-3.594780e-02
7.1,4.287493,-2.769682e-02
7.1,4.762498,-2.559745e-02
7.1,5.237502,-2.236870e-02
7.1,5.712507,-2.050860e-02
7.1,6.187512,-1.828260e-02
7.1,6.662516,-1.628617e-02
7.1,7.137521,-1.537499e-02
7.1,7.612525,-1.377854e-02
7.1,8.087530,-1.205259e-02
7.1,8.562535,-1.063510e-02
7.1,9.037539,-9.853339e-03
7.1,9.512544,-9.468932e-03
7.2,0.487456,-1.172699e-01
7.2,0.962461,-1.644947e-01
7.2,1.437465,-1.142568e-01
7.2,1.912470,-1.060788e-01
7.2,2.387475,-5.727182e-02
7.2,2.862479,-4.866665e-02
7.2,3.337484,-3.813151e-02
7.2,3.812489,-3.490706e-02
7.2,4.287493,-2.680964e-02
7.2,4.762498,-2.503600e-02
7.2,5.237502,-2.173243e-02
7.2,5.712507,-1.974539e-02
7.2,6.187512,-1.770791e-02
7.2,6.662516,-1.583138e-02
7.2,7.137521,-1.523336e-02
7.2,7.612525,-1.368588e-02
7.2,8.087530,-1.212331e-02
7.2,8.562535,-1.072733e-02
7.2,9.037539,-9.918436e-03
7.2,9.512544,-9.386576e-03
7.3,0.487456,-1.124835e-01
7.3,0.962461,-1.616381e-01
7.3,1.437465,-1.093024e-01
7.3,1.912470,-1.011090e-01
7.3,2.387475,-5.961336e-02
7.3,2.862479,-4.949934e-02
7.3,3.337484,-3.928066e-02
7.3,3.812489,-3.543146e-02
7.3,4.287493,-2.740215e-02
7.3,4.762498,-2.500544e-02
7.3,5.237502,-2.176826e-02
7.3,5.712507,-1.968511e-02
7.3,6.187512,-1.762361e-02
7.3,6.662516,-1.565613e-02
7.3,7.137521,-1.512265e-02
7.3,7.612525,-1.361470e-02
7.3,8.087530,-1.219672e-02
7.3,8.562535,-1.077947e-02
7.3,9.037539,-9.967782e-03
7.3,9.512544,-9.354342e-03
7.4,0.487456,-1.083008e-01
7.4,0.962461,-1.575844e-01
7.4,1.437465,-1.056930e-01
7.4,1.912470,-9.874193e-02
7.4,2.387475,-6.101849e-02
7.4,2.862479,-5.005883e-02
7.4,3.337484,-4.076737e-02
7.4,3.812489,-3.678387e-02
7.4,4.287493,-2.827086e-02
7.4,4.762498,-2.502809e-02
7.4,5.237502,-2.203112e-02
7.4,5.712507,-1.989938e-02
7.4,6.187512,-1.739052e-02
7.4,6.662516,-1.537475e-02
7.4,7.137521,-1.478646e-02
7.4,7.612525,-1.332305e-02
7.4,8.087530,-1.204217e-02
7.4,8.562535,-1.072435e-02
7.4,9.037539,-9.954907e-03
7.4,9.512544,-9.284925e-03
7.5,0.487456,-1.064000e-01
7.5,0.962461,-1.573899e-01
7.5,1.437465,-1.043732e-01
7.5,1.912470,-9.779109e-02
7.5,2.387475,-6.094455e-02
7.5,2.862479,-5.089341e-02
7.5,3.337484,-4.145753e-02
7.5,3.812489,-3.746034e-02
7.5,4.287493,-2.893206e-02
7.5,4.762498,-2.547698e-02
7.5,5.237502,-2.246786e-02
7.5,5.712507,-2.021460e-02
7.5,6.187512,-1.748057e-02
7.5,6.662516,-1.538960e-02
7.5,7.137521,-1.470186e-02
7.5,7.612525,-1.322972e-02
7.5,8.087530,-1.197367e-02
7.5,8.562535,-1.072560e-02
7.5,9.037539,-1.007945e-02
7.5,9.512544,-9.250805e-03
7.6,0.487456,-1.045383e-01
7.6,0.962461,-1.552357e-01
7.6,1.437465,-1.030722e-01
7.6,1.912470,-9.565160e-02
7.6,2.387475,-5.818149e-02
7.6,2.862479,-4.955120e-02
7.6,3.337484,-4.021100e-02
7.6,3.812489,-3.632239e-02
7.6,4.287493,-2.827031e-02
7.6,4.762498,-2.507007e-02
7.6,5.237502,-2.206083e-02
7.6,5.712507,-1.998383e-02
7.6,6.187512,-1.710672e-02
7.6,6.662516,-1.511958e-02
7.6,7.137521,-1.447229e-02
7.6,7.612525,-1.295362e-02
7.6,8.087530,-1.174315e-02
7.6,8.562535,-1.063180e-02
7.6,9.037539,-9.974117e-03
7.6,9.512544,-9.209553e-03
7.7,0.487456,-1.039961e-01
7.7,0.962461,-1.535815e-01
7.7,1.437465,-1.022335e-01
7.7,1.912470,-9.293322e-02
7.7,2.387475,-5.437170e-02
7.7,2.862479,-4.770062e-02
7.7,3.337484,-3.830789e-02
7.7,3.812489,-3.467948e-02
7.7,4.287493,-2.701045e-02
7.7,4.762498,-2.440394e-02
7.7,5.237502,-2.109161e-02
7.7,5.712507,-1.924039e-02
7.7,6.187512,-1.635940e-02
7.7,6.662516,-1.460528e-02
7.7,7.137521,-1.416645e-02
7.7,7.612525,-1.258841e-02
7.7,8.087530,-1.144720e-02
7.7,8.562535,-1.046768e-02
7.7,9.037539,-9.937103e-03
7.7,9.512544,-9.142775e-03
7.8,0.487456,-1.057355e-01
7.8,0.962461,-1.527255e-01
7.8,1.437465,-1.031680e-01
7.8,1.912470,-9.155795e-02
7.8,2.387475,-5.236513e-02
7.8,2.862479,-4.631487e-02
7.8,3.337484,-3.716694e-02
