lambda_nm,distance_m,mod_scheme,SNR_dB,rate_Mbps,unit_flux,P_RX_W,photons_per_bit,detected_electrons_per_bit,N_dark,N_th,N_rin,N_bg,BER
450.0,2.0,OOK,44.722719636317464,118.85291610364862,134.63248857950035,1.3463248857950034,60956454231.587845,30478227115.793922,45.27618472683369,1024966451709.1838,0.006095645423158784,3.1954559282899058,0.0
450.0,2.0,OFDM+QAM,44.722719636317464,594.2645805182431,134.63248857950035,1.3463248857950034,60956454231.587845,30478227115.793922,45.27618472683369,1024966451709.1838,0.006095645423158784,3.1954559282899058,0.0
450.0,2.0,M-PAM,44.722719636317464,0.0,134.63248857950035,1.3463248857950034,60956454231.587845,30478227115.793922,45.27618472683369,1024966451709.1838,0.006095645423158784,3.1954559282899058,0.0
450.0,2.0,PPM,44.722719636317464,59.42645805182431,134.63248857950035,1.3463248857950034,60956454231.587845,30478227115.793922,45.27618472683369,1024966451709.1838,0.006095645423158784,3.1954559282899058,0.0
500.0,2.0,OOK,44.44002602776983,118.10167199624821,125.8587427649955,1.258587427649955,63315596521.27755,31657798260.638775,50.306871918704104,1265390681122.4495,0.006331559652127755,3.1954559282899058,0.0
500.0,2.0,OFDM+QAM,44.44002602776983,590.508359981241,125.8587427649955,1.258587427649955,63315596521.27755,31657798260.638775,50.306871918704104,1265390681122.4495,0.006331559652127755,3.1954559282899058,0.0
500.0,2.0,M-PAM,44.44002602776983,0.0,125.8587427649955,1.258587427649955,63315596521.27755,31657798260.638775,50.306871918704104,1265390681122.4495,0.006331559652127755,3.1954559282899058,0.0
500.0,2.0,PPM,44.44002602776983,59.05083599812411,125.8587427649955,1.258587427649955,63315596521.27755,31657798260.638775,50.306871918704104,1265390681122.4495,0.006331559652127755,3.1954559282899058,0.0
532.0,1.0,OOK,45.835002318638644,121.80876667840302,174.16800888002186,1.7416800888002186,93226059688.2701,46613029844.13505,53.526511721501166,1432543728536.0005,0.00932260596882701,3.1954559282899058,0.0
532.0,1.0,OFDM+QAM,45.835002318638644,609.043833392015,174.16800888002186,1.7416800888002186,93226059688.2701,46613029844.13505,53.526511721501166,1432543728536.0005,0.00932260596882701,3.1954559282899058,0.0
532.0,1.0,M-PAM,45.835002318638644,0.0,174.16800888002186,1.7416800888002186,93226059688.2701,46613029844.13505,53.526511721501166,1432543728536.0005,0.00932260596882701,3.1954559282899058,0.0
532.0,1.0,PPM,45.835002318638644,60.90438333920151,174.16800888002186,1.7416800888002186,93226059688.2701,46613029844.13505,53.526511721501166,1432543728536.0005,0.00932260596882701,3.1954559282899058,0.0
532.0,10.0,OOK,34.58025183747744,91.90250750879217,12.854673398943891,0.12854673398943892,6880658263.646395,3440329131.8231974,53.526511721501166,1432543728536.0005,0.0006880658263646394,3.1954559282899058,0.0
532.0,10.0,OFDM+QAM,34.58025183747744,459.51253754396083,12.854673398943891,0.12854673398943892,6880658263.646395,3440329131.8231974,53.526511721501166,1432543728536.0005,0.0006880658263646394,3.1954559282899058,0.0
532.0,10.0,M-PAM,34.58025183747744,0.0,12.854673398943891,0.12854673398943892,6880658263.646395,3440329131.8231974,53.526511721501166,1432543728536.0005,0.0006880658263646394,3.1954559282899058,0.0
532.0,10.0,PPM,34.58025183747744,45.951253754396085,12.854673398943891,0.12854673398943892,6880658263.646395,3440329131.8231974,53.526511721501166,1432543728536.0005,0.0006880658263646394,3.1954559282899058,0.0
532.0,11.0,OOK,33.54035891257536,89.14003507581094,10.11488254597982,0.1011488254597982,5414143791.589963,2707071895.7949815,53.526511721501166,1432543728536.0005,0.0005414143791589963,3.1954559282899058,0.0
532.0,11.0,OFDM+QAM,33.54035891257536,445.7001753790547,10.11488254597982,0.1011488254597982,5414143791.589963,2707071895.7949815,53.526511721501166,1432543728536.0005,0.0005414143791589963,3.1954559282899058,0.0
532.0,11.0,M-PAM,33.54035891257536,0.0,10.11488254597982,0.1011488254597982,5414143791.589963,2707071895.7949815,53.526511721501166,1432543728536.0005,0.0005414143791589963,3.1954559282899058,0.0
532.0,11.0,PPM,33.54035891257536,44.57001753790547,10.11488254597982,0.1011488254597982,5414143791.589963,2707071895.7949815,53.526511721501166,1432543728536.0005,0.0005414143791589963,3.1954559282899058,0.0
