lambda_nm,distance_m,mod_scheme,SNR_dB,rate_Mbps,unit_flux,P_RX_W,photons_per_bit,detected_electrons_per_bit,N_dark,N_th,N_rin,N_bg,BER
450.0,2.0,OOK,48.217569658002816,128.1404134332735,134.63248857950035,1.3463248857950034,304782271157.93915,152391135578.96957,226.38092363416843,5124832258545.919,0.030478227115793916,3.1954559282899058,0.0
450.0,2.0,OFDM+QAM,48.217569658002816,640.7020671663674,134.63248857950035,1.3463248857950034,304782271157.93915,152391135578.96957,226.38092363416843,5124832258545.919,0.030478227115793916,3.1954559282899058,0.0
450.0,2.0,M-PAM,48.217569658002816,0.0,134.63248857950035,1.3463248857950034,304782271157.93915,152391135578.96957,226.38092363416843,5124832258545.919,0.030478227115793916,3.1954559282899058,0.0
450.0,2.0,PPM,48.217569658002816,64.07020671663675,134.63248857950035,1.3463248857950034,304782271157.93915,152391135578.96957,226.38092363416843,5124832258545.919,0.030478227115793916,3.1954559282899058,0.0
500.0,2.0,OOK,47.9348760494542,127.38915486244889,125.8587427649955,1.258587427649955,316577982606.3877,158288991303.19385,251.53435959352052,6326953405612.248,0.03165779826063877,3.1954559282899058,0.0
500.0,2.0,OFDM+QAM,47.9348760494542,636.9457743122443,125.8587427649955,1.258587427649955,316577982606.3877,158288991303.19385,251.53435959352052,6326953405612.248,0.03165779826063877,3.1954559282899058,0.0
500.0,2.0,M-PAM,47.9348760494542,0.0,125.8587427649955,1.258587427649955,316577982606.3877,158288991303.19385,251.53435959352052,6326953405612.248,0.03165779826063877,3.1954559282899058,0.0
500.0,2.0,PPM,47.9348760494542,63.694577431224445,125.8587427649955,1.258587427649955,316577982606.3877,158288991303.19385,251.53435959352052,6326953405612.248,0.03165779826063877,3.1954559282899058,0.0
532.0,1.0,OOK,49.32985234032248,131.0963125965988,174.16800888002186,1.7416800888002186,466130298441.35046,233065149220.67523,267.6325586075058,7162718642680.003,0.04661302984413505,3.1954559282899058,0.0
532.0,1.0,OFDM+QAM,49.32985234032248,655.4815629829942,174.16800888002186,1.7416800888002186,466130298441.35046,233065149220.67523,267.6325586075058,7162718642680.003,0.04661302984413505,3.1954559282899058,0.0
532.0,1.0,M-PAM,49.32985234032248,0.0,174.16800888002186,1.7416800888002186,466130298441.35046,233065149220.67523,267.6325586075058,7162718642680.003,0.04661302984413505,3.1954559282899058,0.0
532.0,1.0,PPM,49.32985234032248,65.5481562982994,174.16800888002186,1.7416800888002186,466130298441.35046,233065149220.67523,267.6325586075058,7162718642680.003,0.04661302984413505,3.1954559282899058,0.0
532.0,10.0,OOK,38.07510185916141,101.18799817896999,12.854673398943891,0.12854673398943892,34403291318.23197,17201645659.115986,267.6325586075058,7162718642680.003,0.003440329131823197,3.1954559282899058,0.0
532.0,10.0,OFDM+QAM,38.07510185916141,505.93999089485004,12.854673398943891,0.12854673398943892,34403291318.23197,17201645659.115986,267.6325586075058,7162718642680.003,0.003440329131823197,3.1954559282899058,0.0
532.0,10.0,M-PAM,38.07510185916141,0.0,12.854673398943891,0.12854673398943892,34403291318.23197,17201645659.115986,267.6325586075058,7162718642680.003,0.003440329131823197,3.1954559282899058,0.0
532.0,10.0,PPM,38.07510185916141,50.593999089484996,12.854673398943891,0.12854673398943892,34403291318.23197,17201645659.115986,267.6325586075058,7162718642680.003,0.003440329131823197,3.1954559282899058,0.0
532.0,11.0,OOK,37.035208934259316,98.42492487097195,10.11488254597982,0.1011488254597982,27070718957.949818,13535359478.974909,267.6325586075058,7162718642680.003,0.0027070718957949817,3.1954559282899058,0.0
532.0,11.0,OFDM+QAM,37.035208934259316,492.12462435485975,10.11488254597982,0.1011488254597982,27070718957.949818,13535359478.974909,267.6325586075058,7162718642680.003,0.0027070718957949817,3.1954559282899058,0.0
532.0,11.0,M-PAM,37.035208934259316,0.0,10.11488254597982,0.1011488254597982,27070718957.949818,13535359478.974909,267.6325586075058,7162718642680.003,0.0027070718957949817,3.1954559282899058,0.0
532.0,11.0,PPM,37.035208934259316,49.212462435485975,10.11488254597982,0.1011488254597982,27070718957.949818,13535359478.974909,267.6325586075058,7162718642680.003,0.0027070718957949817,3.1954559282899058,0.0
532.0,12.0,OOK,36.01459192765783,95.7131968231627,7.994904585683821,0.07994904585683821,21396967700.89442,10698483850.44721,267.6325586075058,7162718642680.003,0.0021396967700894423,3.1954559282899058,0.0
532.0,12.0,OFDM+QAM,36.01459192765783,478.5659841158136,7.994904585683821,0.07994904585683821,21396967700.89442,10698483850.44721,267.6325586075058,7162718642680.003,0.0021396967700894423,3.1954559282899058,0.0
532.0,12.0,M-PAM,36.01459192765783,0.0,7.994904585683821,0.07994904585683821,21396967700.89442,10698483850.44721,267.6325586075058,7162718642680.003,0.0021396967700894423,3.1954559282899058,0.0
532.0,12.0,PPM,36.01459192765783,47.85659841158135,7.994904585683821,0.07994904585683821,21396967700.89442,10698483850.44721,267.6325586075058,7162718642680.003,0.0021396967700894423,3.1954559282899058,0.0
532.0,13.0,OOK,35.00845656487498,93.04010242443914,6.340634623202214,0.06340634623202214,16969602674.029472,8484801337.014736,267.6325586075058,7162718642680.003,0.0016969602674029472,3.1954559282899058,0.0
532.0,13.0,OFDM+QAM,35.00845656487498,465.2005121221958,6.340634623202214,0.06340634623202214,16969602674.029472,8484801337.014736,267.6325586075058,7162718642680.003,0.0016969602674029472,3.1954559282899058,0.0
532.0,13.0,M-PAM,35.00845656487498,0.0,6.340634623202214,0.06340634623202214,16969602674.029472,8484801337.014736,267.6325586075058,7162718642680.003,0.0016969602674029472,3.1954559282899058,0.0
532.0,13.0,PPM,35.00845656487498,46.52005121221957,6.340634623202214,0.06340634623202214,16969602674.029472,8484801337.014736,267.6325586075058,7162718642680.003,0.0016969602674029472,3.1954559282899058,0.0
532.0,14.0,OOK,34.011072793859086,90.39045276920773,5.038968002471932,0.050389680024719316,13485918992.429157,6742959496.214579,267.6325586075058,7162718642680.003,0.0013485918992429157,3.1954559282899058,0.0
532.0,14.0,OFDM+QAM,34.011072793859086,451.9522638460387,5.038968002471932,0.050389680024719316,13485918992.429157,6742959496.214579,267.6325586075058,7162718642680.003,0.0013485918992429157,3.1954559282899058,0.0
532.0,14.0,M-PAM,34.011072793859086,0.0,5.038968002471932,0.050389680024719316,13485918992.429157,6742959496.214579,267.6325586075058,7162718642680.003,0.0013485918992429157,3.1954559282899058,0.0
532.0,14.0,PPM,34.011072793859086,45.19522638460386,5.038968002471932,0.050389680024719316,13485918992.429157,6742959496.214579,267.6325586075058,7162718642680.003,0.0013485918992429157,3.1954559282899058,0.0
532.0,15.0,OOK,33.015077208613114,87.74473302406703,4.005900590979035,0.04005900590979035,10721094246.910387,5360547123.4551935,267.6325586075058,7162718642680.003,0.0010721094246910388,3.1954559282899058,0.0
532.0,15.0,OFDM+QAM,33.015077208613114,438.72366512033517,4.005900590979035,0.04005900590979035,10721094246.910387,5360547123.4551935,267.6325586075058,7162718642680.003,0.0010721094246910388,3.1954559282899058,0.0
532.0,15.0,M-PAM,33.015077208613114,0.0,4.005900590979035,0.04005900590979035,10721094246.910387,5360547123.4551935,267.6325586075058,7162718642680.003,0.0010721094246910388,3.1954559282899058,0.0
